ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	tf	cond
ETS1	ETS1	98/102	5325/5985	0.009052044635431201	0.04226902514991624	0.0268523446935756	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040531/ENSG00000040633/ENSG00000070366/ENSG00000072778/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091542/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141027/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000141510/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170004/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000175826/ENSG00000177302/ENSG00000177370/ENSG00000177427/ENSG00000177731/ENSG00000178921/ENSG00000179409/ENSG00000179859/ENSG00000180626/ENSG00000180787/ENSG00000181885/ENSG00000183011/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000004975	98	ENSG00000129245	luma
FOXM1	FOXM1	88/102	4573/5985	0.009287637845607358	0.04226902514991624	0.0268523446935756	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040531/ENSG00000040633/ENSG00000070366/ENSG00000072778/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141027/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000141510/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000175826/ENSG00000177302/ENSG00000177370/ENSG00000177427/ENSG00000178921/ENSG00000179409/ENSG00000180626/ENSG00000181885/ENSG00000183011/ENSG00000185722/ENSG00000186532/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000215041/ENSG00000004975	88	ENSG00000129245	luma
FGFR1	FGFR1	75/102	3714/5985	0.009350889449869636	0.04226902514991624	0.0268523446935756	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040531/ENSG00000040633/ENSG00000070366/ENSG00000072849/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108590/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141027/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000177731/ENSG00000178921/ENSG00000180626/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000213859/ENSG00000004975	75	ENSG00000129245	luma
NIPBL	NIPBL	86/102	4437/5985	0.00949199161261277	0.04226902514991624	0.0268523446935756	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040531/ENSG00000040633/ENSG00000070366/ENSG00000072778/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091542/ENSG00000108509/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141027/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174282/ENSG00000175826/ENSG00000177302/ENSG00000177370/ENSG00000177427/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000180626/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000186532/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000004975	86	ENSG00000129245	luma
KDM6A	KDM6A	89/102	4651/5985	0.010069262727424574	0.04414984426640006	0.028047177151692748	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040531/ENSG00000040633/ENSG00000070366/ENSG00000072778/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141504/ENSG00000141510/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000181885/ENSG00000183011/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000004975	89	ENSG00000129245	luma
NFKBIZ	NFKBIZ	44/102	1908/5985	0.010488366513786707	0.04529067358226078	0.028771914519478692	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000029725/ENSG00000070366/ENSG00000074356/ENSG00000083457/ENSG00000108561/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000132361/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141034/ENSG00000141127/ENSG00000141456/ENSG00000141499/ENSG00000141504/ENSG00000141510/ENSG00000142507/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174292/ENSG00000175826/ENSG00000177302/ENSG00000177370/ENSG00000177731/ENSG00000178921/ENSG00000179409/ENSG00000180626/ENSG00000205544/ENSG00000004975	44	ENSG00000129245	luma
GABPA	GABPA	92/102	4880/5985	0.01166923283018248	0.049637781441820995	0.03153351212555203	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000011295/ENSG00000029725/ENSG00000040531/ENSG00000040633/ENSG00000070366/ENSG00000072778/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091542/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141026/ENSG00000141027/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000141510/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177302/ENSG00000177370/ENSG00000177427/ENSG00000177731/ENSG00000178921/ENSG00000179409/ENSG00000180626/ENSG00000180787/ENSG00000181885/ENSG00000183011/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000004975	92	ENSG00000129245	luma
CXXC1	CXXC1	66/93	2849/5985	3.6043601051610317e-6	0.0010128251895502498	6.563729454661667e-4	ENSG00000005100/ENSG00000006695/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000171861/ENSG00000171953/ENSG00000174238/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000177602/ENSG00000178921/ENSG00000179409/ENSG00000185722/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000004975	66	ENSG00000132383	luma
ZBTB25	ZBTB25	54/93	2164/5985	1.2062684985700918e-5	0.001694807240490979	0.0010983392118559256	ENSG00000005100/ENSG00000006695/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000083457/ENSG00000108509/ENSG00000108561/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000129219/ENSG00000129235/ENSG00000132361/ENSG00000132382/ENSG00000133028/ENSG00000141127/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161956/ENSG00000167193/ENSG00000167699/ENSG00000167720/ENSG00000167721/ENSG00000167840/ENSG00000167842/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174238/ENSG00000175826/ENSG00000177427/ENSG00000177602/ENSG00000180626/ENSG00000185722/ENSG00000186532/ENSG00000197879/ENSG00000198920/ENSG00000215041/ENSG00000220205/ENSG00000004975	54	ENSG00000132383	luma
USF1	USF1	89/93	4817/5985	1.868226719169401e-5	0.0017499056936220057	0.0011340463944431803	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000177602/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000181284/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000220205/ENSG00000004975	89	ENSG00000132383	luma
NCAPH2	NCAPH2	64/93	2870/5985	3.35716860755676e-5	0.002358410946808624	0.0015283951818613672	ENSG00000005100/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000129197/ENSG00000129235/ENSG00000132361/ENSG00000132376/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000141127/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000154957/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000177602/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000180626/ENSG00000186532/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000004975	64	ENSG00000132383	luma
FUS	FUS	54/93	2301/5985	8.810833545385446e-5	0.0037175564030691786	0.0024092049362463676	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108561/ENSG00000108591/ENSG00000125434/ENSG00000129219/ENSG00000129235/ENSG00000129245/ENSG00000132361/ENSG00000132376/ENSG00000132388/ENSG00000132507/ENSG00000141252/ENSG00000141456/ENSG00000141503/ENSG00000154957/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167840/ENSG00000170037/ENSG00000170043/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177602/ENSG00000179409/ENSG00000180626/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000215041/ENSG00000004975	54	ENSG00000132383	luma
GABPB1	GABPB1	83/93	4364/5985	9.203038976654418e-5	0.0037175564030691786	0.0024092049362463676	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000177602/ENSG00000178921/ENSG00000179409/ENSG00000180626/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000220205/ENSG00000004975	83	ENSG00000132383	luma
CHD2	CHD2	84/93	4451/5985	9.26081666244991e-5	0.0037175564030691786	0.0024092049362463676	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129245/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000177602/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000180626/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000220205/ENSG00000004975	84	ENSG00000132383	luma
NONO	NONO	78/93	3969/5985	1.0932331777455145e-4	0.003773351711396542	0.002445363723811956	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177427/ENSG00000177602/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000180626/ENSG00000185722/ENSG00000186532/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000004975	78	ENSG00000132383	luma
KDM6A	KDM6A	86/93	4651/5985	1.226481391911762e-4	0.003773351711396542	0.002445363723811956	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141504/ENSG00000142507/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000177602/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000220205/ENSG00000004975	86	ENSG00000132383	luma
SP2	SP2	87/93	4751/5985	1.342829790532577e-4	0.003773351711396542	0.002445363723811956	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000007168/ENSG00000011295/ENSG00000029725/ENSG00000040633/ENSG00000070366/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108590/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000125434/ENSG00000127804/ENSG00000129197/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132361/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000141030/ENSG00000141127/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000141504/ENSG00000154957/ENSG00000159842/ENSG00000161920/ENSG00000161956/ENSG00000166579/ENSG00000167193/ENSG00000167699/ENSG00000167716/ENSG00000167720/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000167842/ENSG00000170037/ENSG00000170043/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174238/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000177427/ENSG00000177602/ENSG00000178921/ENSG00000179409/ENSG00000180787/ENSG00000181284/ENSG00000185722/ENSG00000186532/ENSG00000187624/ENSG00000197879/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041/ENSG00000220205/ENSG00000004975	87	ENSG00000132383	luma
DTL	DTL	19/93	491/5985	1.519608451950118e-4	0.0038059620531421183	0.002466497228670487	ENSG00000040633/ENSG00000108509/ENSG00000108523/ENSG00000108591/ENSG00000129219/ENSG00000132382/ENSG00000141258/ENSG00000141456/ENSG00000141503/ENSG00000159842/ENSG00000170291/ENSG00000174238/ENSG00000178921/ENSG00000178971/ENSG00000179409/ENSG00000197879/ENSG00000198920/ENSG00000215041/ENSG00000004975	19	ENSG00000132383	luma
PCF11	PCF11	40/93	1529/5985	1.650287178579787e-4	0.0038059620531421183	0.002466497228670487	ENSG00000005100/ENSG00000040633/ENSG00000070444/ENSG00000074356/ENSG00000074755/ENSG00000083457/ENSG00000091640/ENSG00000108509/ENSG00000108523/ENSG00000108559/ENSG00000108591/ENSG00000108953/ENSG00000108963/ENSG00000129219/ENSG00000129235/ENSG00000129255/ENSG00000132376/ENSG00000132507/ENSG00000132510/ENSG00000133028/ENSG00000161956/ENSG00000167193/ENSG00000167699/ENSG00000167721/ENSG00000167740/ENSG00000167840/ENSG00000170222/ENSG00000170291/ENSG00000170296/ENSG00000170310/ENSG00000171861/ENSG00000177370/ENSG00000177427/ENSG00000177602/ENSG00000178971/ENSG00000180626/ENSG00000197879/ENSG00000198920/ENSG00000215041/ENSG00000004975	40	ENSG00000132383	luma
