ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	tf	cond
SETX	SETX	11/20	969/5985	7.724689595410816e-5	0.00984897923414879	0.008944377426265155	ENSG00000088833/ENSG00000089006/ENSG00000101310/ENSG00000125818/ENSG00000125835/ENSG00000125870/ENSG00000125871/ENSG00000125875/ENSG00000132661/ENSG00000232388/ENSG00000232838	11	ENSG00000088930	luma
ZSCAN9	ZSCAN9	15/20	1948/5985	1.2023133131714196e-4	0.010219663161957066	0.009281015049042537	ENSG00000088812/ENSG00000088833/ENSG00000089006/ENSG00000101266/ENSG00000101310/ENSG00000101365/ENSG00000125818/ENSG00000125835/ENSG00000125870/ENSG00000125871/ENSG00000125875/ENSG00000132670/ENSG00000149474/ENSG00000173418/ENSG00000232838	15	ENSG00000088930	luma
ZNF644	ZNF644	11/20	1154/5985	3.944871703531275e-4	0.025148557110011877	0.022838730915181068	ENSG00000088812/ENSG00000088833/ENSG00000101266/ENSG00000101365/ENSG00000125818/ENSG00000125870/ENSG00000125871/ENSG00000125875/ENSG00000132670/ENSG00000173418/ENSG00000232838	11	ENSG00000088930	luma
ZBED5	ZBED5	7/20	465/5985	5.184923858259106e-4	0.026443111677121437	0.024014384185621126	ENSG00000088833/ENSG00000089006/ENSG00000125818/ENSG00000125870/ENSG00000125871/ENSG00000173418/ENSG00000232388	7	ENSG00000088930	luma
NFIL3	NFIL3	15/20	2304/5985	9.944027911316055e-4	0.04226211862309323	0.038380458605079514	ENSG00000088812/ENSG00000088833/ENSG00000089006/ENSG00000101266/ENSG00000101343/ENSG00000101365/ENSG00000125818/ENSG00000125835/ENSG00000125870/ENSG00000125871/ENSG00000125875/ENSG00000132670/ENSG00000173418/ENSG00000232388/ENSG00000232838	15	ENSG00000088930	luma
ZNF76	ZNF76	10/10	1960/5985	1.39700857462174e-5	0.003282970150361089	0.0026616689684898416	ENSG00000099899/ENSG00000099901/ENSG00000099917/ENSG00000099942/ENSG00000100023/ENSG00000100028/ENSG00000100104/ENSG00000100109/ENSG00000185651/ENSG00000215193	10	ENSG00000099956	luma
E2F5	E2F5	5/10	347/5985	1.2592986396368441e-4	0.01074014375871934	0.008707574559140877	ENSG00000099899/ENSG00000099901/ENSG00000099917/ENSG00000100028/ENSG00000215193	5	ENSG00000099956	luma
DICER1	DICER1	2/10	11/5985	1.3710821819641711e-4	0.01074014375871934	0.008707574559140877	ENSG00000099917/ENSG00000100109	2	ENSG00000099956	luma
SETD1A	SETD1A	6/10	687/5985	3.1282593170378013e-4	0.017814698784855594	0.014443272027139362	ENSG00000099899/ENSG00000099901/ENSG00000099917/ENSG00000100028/ENSG00000100104/ENSG00000215193	6	ENSG00000099956	luma
TBPL1	TBPL1	2/10	18/5985	3.7903614435862967e-4	0.017814698784855594	0.014443272027139362	ENSG00000099899/ENSG00000099901	2	ENSG00000099956	luma
SNRNP70	SNRNP70	3/10	113/5985	7.140196816072589e-4	0.027965770862950972	0.02267325655630068	ENSG00000099899/ENSG00000100023/ENSG00000185651	3	ENSG00000099956	luma
NSD2	NSD2	5/10	557/5985	0.0011621926964207898	0.03901646909412651	0.03163261324092676	ENSG00000099899/ENSG00000099917/ENSG00000099942/ENSG00000100023/ENSG00000185651	5	ENSG00000099956	luma
ZNF687	ZNF687	6/10	915/5985	0.0015168839004817912	0.04455846457665262	0.036125787629895295	ENSG00000099899/ENSG00000099901/ENSG00000100023/ENSG00000100028/ENSG00000100104/ENSG00000185651	6	ENSG00000099956	luma
RBAK	RBAK	11/12	1410/5985	1.1348816476031317e-6	2.0995310480657935e-4	2.0995310480657935e-4	ENSG00000121406/ENSG00000121417/ENSG00000131845/ENSG00000152433/ENSG00000152439/ENSG00000152454/ENSG00000183647/ENSG00000204519/ENSG00000213762/ENSG00000251369/ENSG00000083817	11	ENSG00000105136	luma
HSD17B8	HSD17B8	20/24	209/5985	2.759817581679927e-26	6.678758547665424e-24	6.129700102468049e-24	ENSG00000089685/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000117650/ENSG00000123485/ENSG00000135451/ENSG00000137807/ENSG00000139734/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000198901	20	ENSG00000111206	luma
RBL2	RBL2	22/24	2000/5985	4.010667593292768e-9	4.85290778788425e-7	4.4539519062356535e-7	ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000117650/ENSG00000123485/ENSG00000135451/ENSG00000137804/ENSG00000137807/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000198901	22	ENSG00000111206	luma
SIN3B	SIN3B	23/24	2375/5985	8.198184180850085e-9	6.613201905885735e-7	6.069532849681993e-7	ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000117650/ENSG00000123485/ENSG00000135451/ENSG00000137804/ENSG00000137807/ENSG00000139734/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000198901	23	ENSG00000111206	luma
E2F5	E2F5	10/24	347/5985	3.5665711991156944e-7	2.1577755754649953e-5	1.9803855868773988e-5	ENSG00000088325/ENSG00000089685/ENSG00000100526/ENSG00000115163/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000186185	10	ENSG00000111206	luma
NFYC	NFYC	22/24	3138/5985	4.524603516925435e-5	0.0021899081021919103	0.00200987650962372	ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000117650/ENSG00000123485/ENSG00000137804/ENSG00000137807/ENSG00000139734/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000198901	22	ENSG00000111206	luma
MBD2	MBD2	18/24	2172/5985	1.2585665381797766e-4	0.005076218370658432	0.004658904202735664	ENSG00000088325/ENSG00000089685/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000123485/ENSG00000135451/ENSG00000139734/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000198901	18	ENSG00000111206	luma
BARX2	BARX2	9/24	564/5985	1.967743674568689e-4	0.006802770989223181	0.006243517523819449	ENSG00000088325/ENSG00000101447/ENSG00000111665/ENSG00000117650/ENSG00000135451/ENSG00000139734/ENSG00000157456/ENSG00000175063/ENSG00000198901	9	ENSG00000111206	luma
POU2F1	POU2F1	15/24	1778/5985	8.577299437485949e-4	0.025442822611138564	0.023351176907134563	ENSG00000088325/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000123485/ENSG00000135451/ENSG00000137804/ENSG00000139734/ENSG00000145386/ENSG00000156970/ENSG00000157456/ENSG00000169607/ENSG00000186185	15	ENSG00000111206	luma
RBBP4	RBBP4	19/24	2755/5985	9.462206756208556e-4	0.025442822611138564	0.023351176907134563	ENSG00000088325/ENSG00000089685/ENSG00000100526/ENSG00000111665/ENSG00000115163/ENSG00000117650/ENSG00000123485/ENSG00000135451/ENSG00000137804/ENSG00000137807/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000198901	19	ENSG00000111206	luma
FOXM1	FOXM1	24/24	4573/5985	0.0015455621191081603	0.03740260328241748	0.03432774811913914	ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000100526/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000115163/ENSG00000117650/ENSG00000123485/ENSG00000135451/ENSG00000137804/ENSG00000137807/ENSG00000138160/ENSG00000139734/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000198901	24	ENSG00000111206	luma
DBP	DBP	5/8	436/5985	9.342640496003646e-5	0.021020941116008204	0.020258778338702644	ENSG00000128463/ENSG00000138592/ENSG00000140157/ENSG00000256061/ENSG00000021776	5	ENSG00000114062	luma
HSD17B8	HSD17B8	28/34	209/5985	2.9004566918154524e-36	7.425169131047558e-34	6.808440444998378e-34	ENSG00000066279/ENSG00000072571/ENSG00000089685/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000135451/ENSG00000135476/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649	28	ENSG00000115163	luma
RBL2	RBL2	33/34	2000/5985	3.779897721937604e-15	4.838269084080133e-13	4.436406273642557e-13	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	33	ENSG00000115163	luma
SIN3B	SIN3B	33/34	2375/5985	1.0416056400346302e-12	8.88836812829551e-11	8.150107288692019e-11	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	33	ENSG00000115163	luma
E2F5	E2F5	15/34	347/5985	1.4136462900412287e-10	9.047336256263864e-9	8.295871649452474e-9	ENSG00000088325/ENSG00000089685/ENSG00000111206/ENSG00000117724/ENSG00000126787/ENSG00000135476/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000166851/ENSG00000183856/ENSG00000186185/ENSG00000035499	15	ENSG00000115163	luma
BARX2	BARX2	15/34	564/5985	1.1630104903248621e-7	5.767312487252408e-6	5.288284065202661e-6	ENSG00000066279/ENSG00000088325/ENSG00000101447/ENSG00000111665/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000142945/ENSG00000157456/ENSG00000158402/ENSG00000175063/ENSG00000237649	15	ENSG00000115163	luma
NFYC	NFYC	32/34	3138/5985	1.3517138641997832e-7	5.767312487252408e-6	5.288284065202661e-6	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	32	ENSG00000115163	luma
POU2F1	POU2F1	23/34	1778/5985	5.140884687802601e-6	1.8800949715392368e-4	1.7239357674886922e-4	ENSG00000075218/ENSG00000088325/ENSG00000101447/ENSG00000109805/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000169607/ENSG00000186185/ENSG00000237649	23	ENSG00000115163	luma
MBD2	MBD2	25/34	2172/5985	1.0470118013702102e-5	3.3504377643846727e-4	3.0721530487573274e-4	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000101447/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000237649/ENSG00000035499	25	ENSG00000115163	luma
SIPA1	SIPA1	4/34	33/5985	3.162284562140129e-5	8.994942754531922e-4	8.247829910611097e-4	ENSG00000072571/ENSG00000088325/ENSG00000112984/ENSG00000158402	4	ENSG00000115163	luma
NIPBL	NIPBL	34/34	4437/5985	3.686330507004354e-5	9.437006097931148e-4	8.653175821704958e-4	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	34	ENSG00000115163	luma
ARID4B	ARID4B	32/34	3984/5985	1.5123869118798127e-4	0.00351973681310211	0.003227390252145438	ENSG00000066279/ENSG00000075218/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	32	ENSG00000115163	luma
CDK7	CDK7	33/34	4412/5985	4.016604662069189e-4	0.008568756612414269	0.007857042452994994	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000186185/ENSG00000237649/ENSG00000035499	33	ENSG00000115163	luma
RBBP4	RBBP4	25/34	2755/5985	0.00103652911684854	0.020411650301017402	0.018716274741475664	ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000111206/ENSG00000111665/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649	25	ENSG00000115163	luma
FOXM1	FOXM1	33/34	4573/5985	0.0011954627744312594	0.021859890732457313	0.020044225466027885	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	33	ENSG00000115163	luma
IRF4	IRF4	32/34	4356/5985	0.001836024641573978	0.03133482054952923	0.028732175092701557	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	32	ENSG00000115163	luma
AEBP2	AEBP2	6/34	259/5985	0.002998439919650567	0.04797503871440907	0.04399026987382082	ENSG00000111665/ENSG00000117724/ENSG00000123485/ENSG00000134057/ENSG00000158402/ENSG00000175063	6	ENSG00000115163	luma
CHD2	CHD2	32/34	4451/5985	0.0032993683385959586	0.04798030989748454	0.043995103236591504	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000237649/ENSG00000035499	32	ENSG00000115163	luma
NFYA	NFYA	34/34	5065/5985	0.003373615539666882	0.04798030989748454	0.043995103236591504	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000123485/ENSG00000126787/ENSG00000134057/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000148773/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000237649/ENSG00000035499	34	ENSG00000115163	luma
RBAK	RBAK	9/12	1410/5985	2.373900511896364e-4	0.04154325895818637	0.04123090362767369	ENSG00000105136/ENSG00000121417/ENSG00000152439/ENSG00000183647/ENSG00000197128/ENSG00000204519/ENSG00000213762/ENSG00000251369/ENSG00000083817	9	ENSG00000121406	luma
GTF2A2	GTF2A2	3/6	119/5985	1.4675694729616485e-4	0.026416250513309675	0.026416250513309675	ENSG00000120738/ENSG00000142871/ENSG00000162772	3	ENSG00000122877	luma
GTF2A2	GTF2A2	6/11	119/5985	2.3204414032052107e-8	5.499446125596349e-6	5.499446125596349e-6	ENSG00000120738/ENSG00000128016/ENSG00000142871/ENSG00000162772/ENSG00000170345/ENSG00000120129	6	ENSG00000123358	luma
HSD17B8	HSD17B8	36/45	209/5985	1.1009499501123006e-45	2.8844888692942275e-43	2.6422798802695216e-43	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000100526/ENSG00000101447/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112742/ENSG00000112984/ENSG00000115163/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121152/ENSG00000126787/ENSG00000129195/ENSG00000134690/ENSG00000135451/ENSG00000135476/ENSG00000142945/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000154839/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000198901/ENSG00000237649	36	ENSG00000123485	luma
RBL2	RBL2	43/45	2000/5985	1.140271955637699e-18	1.4937562618853856e-16	1.3683263467652388e-16	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000088325/ENSG00000090889/ENSG00000100526/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112742/ENSG00000112984/ENSG00000115163/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121152/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000134057/ENSG00000134690/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000154839/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000198901/ENSG00000237649/ENSG00000035499	43	ENSG00000123485	luma
E2F5	E2F5	22/45	347/5985	3.915306985754888e-16	3.4193681008926015e-14	3.132245588603911e-14	ENSG00000080986/ENSG00000088325/ENSG00000100526/ENSG00000109674/ENSG00000111206/ENSG00000115163/ENSG00000117724/ENSG00000121152/ENSG00000126787/ENSG00000134690/ENSG00000135476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000154839/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000166851/ENSG00000183856/ENSG00000186185/ENSG00000035499	22	ENSG00000123485	luma
SIN3B	SIN3B	43/45	2375/5985	1.6399368777786408e-15	1.0741586549450097e-13	9.839621266671846e-14	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000088325/ENSG00000090889/ENSG00000100526/ENSG00000101447/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000111665/ENSG00000112742/ENSG00000112984/ENSG00000115163/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121152/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000134057/ENSG00000134690/ENSG00000135451/ENSG00000135476/ENSG00000137804/ENSG00000142945/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000154839/ENSG00000156970/ENSG00000157456/ENSG00000158402/ENSG00000164611/ENSG00000166851/ENSG00000169607/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000198901/ENSG00000237649/ENSG00000035499	43	ENSG00000123485	luma
