com_id	pg_gene	chr	order	size
1501	ENSG00000242028	15	1	0
1500	ENSG00000243696	3	1	0
1499	ENSG00000243725	1	1	0
1498	ENSG00000244005	20	1	0
1497	ENSG00000244476	6	1	0
1496	ENSG00000245848	19	1	0
1495	ENSG00000248592	3	1	0
1494	ENSG00000249115	19	1	0
1493	ENSG00000249709	19	1	0
1492	ENSG00000250021	15	1	0
1491	ENSG00000254469	11	1	0
1490	ENSG00000254858	19	1	0
1489	ENSG00000254997	11	1	0
1488	ENSG00000255398	12	1	0
1487	ENSG00000255508	11	1	0
1486	ENSG00000255819	12	1	0
1485	ENSG00000255837	12	1	0
1484	ENSG00000261371	17	1	0
1483	ENSG00000261609	16	1	0
1482	ENSG00000262919	X	1	0
1481	ENSG00000263874	17	1	0
1480	ENSG00000264522	1	1	0
1479	ENSG00000267855	19	1	0
1478	ENSG00000271092	1	1	0
1477	ENSG00000271303	20	1	0
1476	ENSG00000272047	6	1	0
1475	ENSG00000272325	6	1	0
1474	ENSG00000272602	4	1	0
1473	ENSG00000275052	2	1	0
1472	ENSG00000275713	6	1	0
1471	ENSG00000276045	12	1	0
1470	ENSG00000278615	11	1	0
1469	ENSG00000279968	6	1	0
1468	ENSG00000010318	3	1	0
1467	ENSG00000001167	6	1	0
1466	ENSG00000011007	1	1	0
1465	ENSG00000059377	7	1	0
1464	ENSG00000010270	7	1	0
1463	ENSG00000011478	19	1	0
1462	ENSG00000051341	3	1	0
1461	ENSG00000063127	19	1	0
1460	ENSG00000004660	17	1	0
1459	ENSG00000056972	6	1	0
1458	ENSG00000006634	7	1	0
1457	ENSG00000012174	X	1	0
1456	ENSG00000066739	14	1	0
1455	ENSG00000058804	1	1	0
1454	ENSG00000011451	19	1	0
1453	ENSG00000011304	19	1	0
1452	ENSG00000006756	X	1	0
1451	ENSG00000076513	12	1	0
1450	ENSG00000070018	12	1	0
1449	ENSG00000032444	19	1	0
1448	ENSG00000075151	1	1	0
1447	ENSG00000063854	16	1	0
1446	ENSG00000087087	7	1	0
1445	ENSG00000064932	19	1	0
1444	ENSG00000100290	22	1	0
1443	ENSG00000075275	22	1	0
1442	ENSG00000100316	22	1	0
1441	ENSG00000100478	14	1	0
1440	ENSG00000015133	14	1	0
1439	ENSG00000092096	14	1	0
1438	ENSG00000100889	14	1	0
1437	ENSG00000080845	20	1	0
1436	ENSG00000087460	20	1	0
1435	ENSG00000005893	X	1	0
1434	ENSG00000094631	X	1	0
1433	ENSG00000069122	6	1	0
1432	ENSG00000102931	16	1	0
1431	ENSG00000067955	16	1	0
1430	ENSG00000008710	16	1	0
1429	ENSG00000067365	16	1	0
1428	ENSG00000103353	16	1	0
1427	ENSG00000088882	20	1	0
1426	ENSG00000083307	8	1	0
1425	ENSG00000063169	19	1	0
1424	ENSG00000104863	19	1	0
1423	ENSG00000005007	19	1	0
1422	ENSG00000105127	19	1	0
1421	ENSG00000064545	19	1	0
1420	ENSG00000106266	7	1	0
1419	ENSG00000106785	9	1	0
1418	ENSG00000107020	9	1	0
1417	ENSG00000107581	10	1	0
1416	ENSG00000004897	17	1	0
1415	ENSG00000082641	17	1	0
1414	ENSG00000108582	17	1	0
1413	ENSG00000033627	17	1	0
1412	ENSG00000085063	11	1	0
1411	ENSG00000082074	5	1	0
1410	ENSG00000075415	12	1	0
1409	ENSG00000067182	12	1	0
1408	ENSG00000088827	20	1	0
1407	ENSG00000111554	12	1	0
1406	ENSG00000080371	12	1	0
1405	ENSG00000111530	12	1	0
1404	ENSG00000089159	12	1	0
1403	ENSG00000099985	22	1	0
1402	ENSG00000027697	6	1	0
1401	ENSG00000087303	14	1	0
1400	ENSG00000044115	5	1	0
1399	ENSG00000070814	5	1	0
1398	ENSG00000085365	5	1	0
1397	ENSG00000104059	15	1	0
1396	ENSG00000070950	3	1	0
1395	ENSG00000069849	3	1	0
1394	ENSG00000068001	3	1	0
1393	ENSG00000004838	3	1	0
1392	ENSG00000084733	2	1	0
1391	ENSG00000115255	19	1	0
1390	ENSG00000065268	19	1	0
1389	ENSG00000055917	2	1	0
1388	ENSG00000076003	2	1	0
1387	ENSG00000112081	6	1	0
1386	ENSG00000085491	1	1	0
1385	ENSG00000116205	1	1	0
1384	ENSG00000066557	1	1	0
1383	ENSG00000112245	6	1	0
1382	ENSG00000080546	6	1	0
1381	ENSG00000101464	20	1	0
1380	ENSG00000079257	3	1	0
1379	ENSG00000095261	9	1	0
1378	ENSG00000100650	14	1	0
1377	ENSG00000115415	2	1	0
1376	ENSG00000099783	19	1	0
1375	ENSG00000116668	1	1	0
1374	ENSG00000006607	2	1	0
1373	ENSG00000011422	19	1	0
1372	ENSG00000089248	12	1	0
1371	ENSG00000095066	19	1	0
1370	ENSG00000037897	12	1	0
1369	ENSG00000050393	6	1	0
1368	ENSG00000112739	6	1	0
1367	ENSG00000101213	20	1	0
1366	ENSG00000125731	19	1	0
1365	ENSG00000125746	19	1	0
1364	ENSG00000101019	20	1	0
1363	ENSG00000105699	19	1	0
1362	ENSG00000111752	12	1	0
1361	ENSG00000111196	12	1	0
1360	ENSG00000102225	X	1	0
1359	ENSG00000072121	14	1	0
1358	ENSG00000105355	19	1	0
1357	ENSG00000104904	19	1	0
1356	ENSG00000102699	13	1	0
1355	ENSG00000001629	7	1	0
1354	ENSG00000007255	19	1	0
1353	ENSG00000047346	15	1	0
1352	ENSG00000092140	14	1	0
1351	ENSG00000105058	19	1	0
1350	ENSG00000130312	19	1	0
1349	ENSG00000008735	22	1	0
1348	ENSG00000007080	19	1	0
1347	ENSG00000105617	19	1	0
1346	ENSG00000129355	19	1	0
1345	ENSG00000129351	19	1	0
1344	ENSG00000051825	12	1	0
1343	ENSG00000103335	16	1	0
1342	ENSG00000019485	11	1	0
1341	ENSG00000068137	17	1	0
1340	ENSG00000103145	16	1	0
1339	ENSG00000123159	19	1	0
1338	ENSG00000018189	4	1	0
1337	ENSG00000103064	16	1	0
1336	ENSG00000040199	16	1	0
1335	ENSG00000117616	1	1	0
1334	ENSG00000117280	1	1	0
1333	ENSG00000127666	19	1	0
1332	ENSG00000103222	16	1	0
1331	ENSG00000006459	7	1	0
1330	ENSG00000110888	12	1	0
1329	ENSG00000068971	11	1	0
1328	ENSG00000133985	14	1	0
1327	ENSG00000100564	14	1	0
1326	ENSG00000123728	X	1	0
1325	ENSG00000117395	1	1	0
1324	ENSG00000130203	19	1	0
1323	ENSG00000111481	12	1	0
1322	ENSG00000074966	4	1	0
1321	ENSG00000130300	19	1	0
1320	ENSG00000047410	1	1	0
1319	ENSG00000084090	2	1	0
1318	ENSG00000122550	7	1	0
1317	ENSG00000117906	15	1	0
1316	ENSG00000049283	17	1	0
1315	ENSG00000135632	2	1	0
1314	ENSG00000065665	10	1	0
1313	ENSG00000135040	9	1	0
1312	ENSG00000115053	2	1	0
1311	ENSG00000065491	6	1	0
1310	ENSG00000112473	6	1	0
1309	ENSG00000137267	6	1	0
1308	ENSG00000109572	4	1	0
1307	ENSG00000108771	17	1	0
1306	ENSG00000117899	15	1	0
1305	ENSG00000060718	1	1	0
1304	ENSG00000128923	15	1	0
1303	ENSG00000129009	15	1	0
1302	ENSG00000090621	1	1	0
1301	ENSG00000132530	17	1	0
1300	ENSG00000107789	10	1	0
1299	ENSG00000128833	15	1	0
1298	ENSG00000138658	4	1	0
1297	ENSG00000102010	X	1	0
1296	ENSG00000084110	12	1	0
1295	ENSG00000123411	12	1	0
1294	ENSG00000129514	14	1	0
1293	ENSG00000126822	14	1	0
1292	ENSG00000100578	14	1	0
1291	ENSG00000104866	19	1	0
1290	ENSG00000123473	1	1	0
1289	ENSG00000116221	1	1	0
1288	ENSG00000137941	1	1	0
1287	ENSG00000081721	1	1	0
1286	ENSG00000143409	1	1	0
1285	ENSG00000143376	1	1	0
1284	ENSG00000077152	1	1	0
1283	ENSG00000137818	15	1	0
1282	ENSG00000115816	2	1	0
1281	ENSG00000088205	2	1	0
1280	ENSG00000067082	10	1	0
1279	ENSG00000093167	3	1	0
1278	ENSG00000051382	3	1	0
1277	ENSG00000114030	3	1	0
1276	ENSG00000114520	3	1	0
1275	ENSG00000121858	3	1	0
1274	ENSG00000044574	9	1	0
1273	ENSG00000059691	4	1	0
1272	ENSG00000112096	6	1	0
1271	ENSG00000106443	7	1	0
1270	ENSG00000136247	7	1	0
1269	ENSG00000123575	X	1	0
1268	ENSG00000104450	8	1	0
1267	ENSG00000090054	9	1	0
1266	ENSG00000119431	9	1	0
1265	ENSG00000059769	9	1	0
1264	ENSG00000089157	12	1	0
1263	ENSG00000136908	9	1	0
1262	ENSG00000108175	10	1	0
1261	ENSG00000108219	10	1	0
1260	ENSG00000107779	10	1	0
1259	ENSG00000069424	1	1	0
1258	ENSG00000103495	16	1	0
1257	ENSG00000149548	11	1	0
1256	ENSG00000150753	5	1	0
1255	ENSG00000109270	4	1	0
1254	ENSG00000119878	2	1	0
1253	ENSG00000134308	2	1	0
1252	ENSG00000135709	16	1	0
1251	ENSG00000006282	17	1	0
1250	ENSG00000120053	10	1	0
1249	ENSG00000144161	2	1	0
1248	ENSG00000144426	2	1	0
1247	ENSG00000119636	14	1	0
1246	ENSG00000010404	X	1	0
1245	ENSG00000156500	X	1	0
1244	ENSG00000147687	8	1	0
1243	ENSG00000075711	3	1	0
1242	ENSG00000128944	15	1	0
1241	ENSG00000134086	3	1	0
1240	ENSG00000114026	3	1	0
1239	ENSG00000127084	9	1	0
1238	ENSG00000157470	15	1	0
1237	ENSG00000152778	10	1	0
1236	ENSG00000143001	1	1	0
1235	ENSG00000143258	1	1	0
1234	ENSG00000108424	17	1	0
1233	ENSG00000122218	1	1	0
1232	ENSG00000149131	11	1	0
1231	ENSG00000157578	21	1	0
1230	ENSG00000103197	16	1	0
1229	ENSG00000131037	19	1	0
1228	ENSG00000149573	11	1	0
1227	ENSG00000147443	8	1	0
1226	ENSG00000159388	1	1	0
1225	ENSG00000113300	5	1	0
1224	ENSG00000126246	19	1	0
1223	ENSG00000066084	12	1	0
1222	ENSG00000090061	14	1	0
1221	ENSG00000132780	1	1	0
1220	ENSG00000122862	10	1	0
1219	ENSG00000116641	1	1	0
1218	ENSG00000067533	1	1	0
1217	ENSG00000154305	1	1	0
1216	ENSG00000127743	5	1	0
1215	ENSG00000149090	11	1	0
1214	ENSG00000152076	2	1	0
1213	ENSG00000143363	1	1	0
1212	ENSG00000152332	1	1	0
1211	ENSG00000152683	2	1	0
1210	ENSG00000116586	1	1	0
1209	ENSG00000077984	20	1	0
1208	ENSG00000115661	2	1	0
1207	ENSG00000140092	14	1	0
1206	ENSG00000151576	3	1	0
1205	ENSG00000163629	4	1	0
1204	ENSG00000156162	8	1	0
1203	ENSG00000071794	3	1	0
1202	ENSG00000163714	3	1	0
1201	ENSG00000115241	2	1	0
1200	ENSG00000118162	19	1	0
1199	ENSG00000163428	3	1	0
1198	ENSG00000114127	3	1	0
1197	ENSG00000164077	3	1	0
1196	ENSG00000109381	4	1	0
1195	ENSG00000109670	4	1	0
1194	ENSG00000109445	4	1	0
1193	ENSG00000152620	5	1	0
1192	ENSG00000113716	5	1	0
1191	ENSG00000164306	4	1	0
1190	ENSG00000133398	5	1	0
1189	ENSG00000120963	8	1	0
1188	ENSG00000164951	8	1	0
1187	ENSG00000008083	6	1	0
1186	ENSG00000138316	10	1	0
1185	ENSG00000131669	9	1	0
1184	ENSG00000148429	10	1	0
1183	ENSG00000148655	10	1	0
1182	ENSG00000160293	9	1	0
1181	ENSG00000129566	14	1	0
1180	ENSG00000063761	14	1	0
1179	ENSG00000138613	15	1	0
1178	ENSG00000066933	15	1	0
1177	ENSG00000166225	12	1	0
1176	ENSG00000166813	15	1	0
1175	ENSG00000106336	7	1	0
1174	ENSG00000137642	11	1	0
1173	ENSG00000072958	19	1	0
1172	ENSG00000123416	12	1	0
1171	ENSG00000105732	19	1	0
1170	ENSG00000009790	1	1	0
1169	ENSG00000162063	16	1	0
1168	ENSG00000105808	7	1	0
1167	ENSG00000059588	1	1	0
1166	ENSG00000140743	16	1	0
1165	ENSG00000006007	16	1	0
1164	ENSG00000168453	8	1	0
1163	ENSG00000133466	22	1	0
1162	ENSG00000162745	1	1	0
1161	ENSG00000166446	16	1	0
1160	ENSG00000159708	16	1	0
1159	ENSG00000118640	2	1	0
1158	ENSG00000115307	2	1	0
1157	ENSG00000068305	15	1	0
1156	ENSG00000130741	X	1	0
1155	ENSG00000013364	16	1	0
1154	ENSG00000138395	2	1	0
1153	ENSG00000122203	5	1	0
1152	ENSG00000163319	4	1	0
1151	ENSG00000121621	11	1	0
1150	ENSG00000138069	2	1	0
1149	ENSG00000115977	2	1	0
1148	ENSG00000140374	15	1	0
1147	ENSG00000163527	3	1	0
1146	ENSG00000012963	14	1	0
1145	ENSG00000168209	10	1	0
1144	ENSG00000104980	19	1	0
1143	ENSG00000158290	X	1	0
1142	ENSG00000156398	10	1	0
1141	ENSG00000167772	19	1	0
1140	ENSG00000084092	4	1	0
1139	ENSG00000073584	17	1	0
1138	ENSG00000153140	5	1	0
1137	ENSG00000116649	1	1	0
1136	ENSG00000112972	5	1	0
1135	ENSG00000126767	X	1	0
1134	ENSG00000108239	10	1	0
1133	ENSG00000163393	1	1	0
1132	ENSG00000068079	17	1	0
1131	ENSG00000122432	1	1	0
1130	ENSG00000100034	22	1	0
1129	ENSG00000110841	12	1	0
1128	ENSG00000107021	9	1	0
1127	ENSG00000147465	8	1	0
1126	ENSG00000166575	11	1	0
1125	ENSG00000166452	11	1	0
1124	ENSG00000132394	3	1	0
1123	ENSG00000169992	17	1	0
1122	ENSG00000136802	9	1	0
1121	ENSG00000160271	9	1	0
1120	ENSG00000132199	18	1	0
1119	ENSG00000065485	3	1	0
1118	ENSG00000105185	19	1	0
1117	ENSG00000168883	2	1	0
1116	ENSG00000080823	14	1	0
1115	ENSG00000140105	14	1	0
1114	ENSG00000147684	8	1	0
1113	ENSG00000168675	18	1	0
1112	ENSG00000079387	12	1	0
1111	ENSG00000138092	2	1	0
1110	ENSG00000111816	6	1	0
1109	ENSG00000141698	17	1	0
1108	ENSG00000104518	8	1	0
1107	ENSG00000168936	4	1	0
1106	ENSG00000109906	11	1	0
1105	ENSG00000169964	3	1	0
1104	ENSG00000124019	2	1	0
1103	ENSG00000108861	17	1	0
1102	ENSG00000148943	11	1	0
1101	ENSG00000090776	X	1	0
1100	ENSG00000133619	7	1	0
1099	ENSG00000170175	17	1	0
1098	ENSG00000176208	17	1	0
1097	ENSG00000113583	5	1	0
1096	ENSG00000090861	16	1	0
1095	ENSG00000173821	17	1	0
1094	ENSG00000144815	3	1	0
1093	ENSG00000117586	1	1	0
1092	ENSG00000172673	6	1	0
1091	ENSG00000144895	3	1	0
1090	ENSG00000131127	4	1	0
1089	ENSG00000113361	5	1	0
1088	ENSG00000167992	11	1	0
1087	ENSG00000104884	19	1	0
1086	ENSG00000160310	21	1	0
1085	ENSG00000160190	21	1	0
1084	ENSG00000132294	8	1	0
1083	ENSG00000100744	14	1	0
1082	ENSG00000173480	19	1	0
1081	ENSG00000176170	17	1	0
1080	ENSG00000139719	12	1	0
1079	ENSG00000049769	X	1	0
1078	ENSG00000167657	19	1	0
1077	ENSG00000160229	19	1	0
1076	ENSG00000166507	10	1	0
1075	ENSG00000168228	4	1	0
1074	ENSG00000177873	3	1	0
1073	ENSG00000115514	2	1	0
1072	ENSG00000104205	8	1	0
1071	ENSG00000102879	16	1	0
1070	ENSG00000104894	19	1	0
1069	ENSG00000130758	19	1	0
1068	ENSG00000142197	21	1	0
1067	ENSG00000064490	19	1	0
1066	ENSG00000105289	19	1	0
1065	ENSG00000138758	4	1	0
1064	ENSG00000180938	8	1	0
1063	ENSG00000166750	17	1	0
1062	ENSG00000138792	4	1	0
1061	ENSG00000153066	16	1	0
1060	ENSG00000160161	19	1	0
1059	ENSG00000163214	2	1	0
1058	ENSG00000185909	3	1	0
1057	ENSG00000140323	15	1	0
1056	ENSG00000107282	9	1	0
1055	ENSG00000169193	7	1	0
1054	ENSG00000184897	3	1	0
1053	ENSG00000108021	10	1	0
1052	ENSG00000042062	20	1	0
1051	ENSG00000107798	10	1	0
1050	ENSG00000165813	10	1	0
1049	ENSG00000090013	19	1	0
1048	ENSG00000123268	12	1	0
1047	ENSG00000183621	10	1	0
1046	ENSG00000132010	19	1	0
1045	ENSG00000119139	9	1	0
1044	ENSG00000165118	9	1	0
1043	ENSG00000100522	14	1	0
1042	ENSG00000176715	16	1	0
1041	ENSG00000188312	9	1	0
1040	ENSG00000054690	14	1	0
1039	ENSG00000134247	1	1	0
1038	ENSG00000109046	17	1	0
1037	ENSG00000181019	16	1	0
1036	ENSG00000170379	7	1	0
1035	ENSG00000198205	X	1	0
1034	ENSG00000197134	19	1	0
1033	ENSG00000115211	2	1	0
1032	ENSG00000102466	13	1	0
1031	ENSG00000197183	20	1	0
1030	ENSG00000134864	13	1	0
1029	ENSG00000164867	7	1	0
1028	ENSG00000198821	1	1	0
1027	ENSG00000154727	21	1	0
1026	ENSG00000135018	9	1	0
1025	ENSG00000173692	2	1	0
1024	ENSG00000117676	1	1	0
1023	ENSG00000088280	1	1	0
1022	ENSG00000111799	6	1	0
1021	ENSG00000037280	5	1	0
1020	ENSG00000204315	6	1	0
1019	ENSG00000204438	6	1	0
1018	ENSG00000137312	6	1	0
1017	ENSG00000137331	6	1	0
1016	ENSG00000196821	6	1	0
1015	ENSG00000161904	6	1	0
1014	ENSG00000204592	6	1	0
1013	ENSG00000169621	2	1	0
1012	ENSG00000179456	1	1	0
1011	ENSG00000064652	5	1	0
1010	ENSG00000182670	21	1	0
1009	ENSG00000111711	12	1	0
1008	ENSG00000108556	17	1	0
1007	ENSG00000204525	6	1	0
1006	ENSG00000131368	3	1	0
1005	ENSG00000167766	19	1	0
1004	ENSG00000198482	19	1	0
1003	ENSG00000026297	6	1	0
1002	ENSG00000141965	19	1	0
1001	ENSG00000147403	X	1	0
1000	ENSG00000198792	22	1	0
999	ENSG00000196172	19	1	0
998	ENSG00000165819	14	1	0
997	ENSG00000196456	7	1	0
996	ENSG00000053900	4	1	0
995	ENSG00000168010	11	1	0
994	ENSG00000189339	1	1	0
993	ENSG00000125347	5	1	0
992	ENSG00000168807	16	1	0
991	ENSG00000204410	6	1	0
990	ENSG00000096063	6	1	0
989	ENSG00000187720	15	1	0
988	ENSG00000162526	1	1	0
987	ENSG00000010017	6	1	0
986	ENSG00000128045	4	1	0
985	ENSG00000204536	6	1	0
984	ENSG00000204439	6	1	0
983	ENSG00000129911	19	1	0
982	ENSG00000104824	19	1	0
981	ENSG00000239857	7	1	0
980	ENSG00000178498	12	1	0
979	ENSG00000135502	12	1	0
978	ENSG00000132792	20	1	0
977	ENSG00000055955	3	1	0
976	ENSG00000240849	20	1	0
975	ENSG00000139597	13	1	0
974	ENSG00000139618	13	1	0
973	ENSG00000135604	6	1	0
972	ENSG00000139433	12	1	0
971	ENSG00000242498	15	1	0
970	ENSG00000139675	13	1	0
969	ENSG00000204572	11	1	0
968	ENSG00000196917	12	1	0
967	ENSG00000112309	6	1	0
966	ENSG00000174721	10	1	0
965	ENSG00000205809	12	1	0
964	ENSG00000212127	12	1	0
963	ENSG00000254732	11	1	0
962	ENSG00000108854	17	1	0
961	ENSG00000179314	17	1	0
960	ENSG00000110799	12	1	0
959	ENSG00000173275	X	1	0
958	ENSG00000002834	17	1	0
957	ENSG00000204149	10	1	0
956	ENSG00000085760	2	1	0
955	ENSG00000274750	6	1	0
954	ENSG00000276234	17	1	0
