ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	comm
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000184898/ENSG00000123609	2	540
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000185129/ENSG00000182700	2	541
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000185261/ENSG00000133302	2	543
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000186847/ENSG00000128422	2	87
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000185829/ENSG00000238083	2	115
15_del	11p15.5_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000185885/ENSG00000185201	2	547
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000187123/ENSG00000150556	2	554
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000187260/ENSG00000127377	2	555
28_del	22q13.31_del	2/2	91/2245	0.0016257160892297804	0.0016257160892297804	NA	ENSG00000188130/ENSG00000185386	2	561
27_del	15q22.2_del	2/2	122/2245	0.0029302589632735077	0.0029302589632735077	NA	ENSG00000188549/ENSG00000259330	2	126
17_del	1p21.3_del	2/2	73/2245	0.001043316699022188	0.001043316699022188	NA	ENSG00000189195/ENSG00000172031	2	485
44_amp	6p22.3_amp	10/10	309/2245	2.148987200901145e-9	2.148987200901145e-9	NA	ENSG00000196126/ENSG00000196735/ENSG00000198502/ENSG00000204257/ENSG00000204287/ENSG00000223865/ENSG00000231389/ENSG00000242574/ENSG00000179344/ENSG00000204252	10	572
7_del	3p21.31_del	2/2	144/2245	0.004087514738634879	0.004087514738634879	NA	ENSG00000196345/ENSG00000144792	2	576
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000196369/ENSG00000171943	2	577
30_del	9p21.3_del	3/3	50/2245	1.0407318609104988e-5	1.0407318609104988e-5	NA	ENSG00000196873/ENSG00000215126/ENSG00000147996	3	582
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000197375/ENSG00000197208	2	588
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000197558/ENSG00000181444	2	590
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000198019/ENSG00000150337	2	594
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000198142/ENSG00000186522	2	596
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000198498/ENSG00000145414	2	599
30_del	9p21.3_del	2/2	50/2245	4.863253258379682e-4	4.863253258379682e-4	NA	ENSG00000198722/ENSG00000005238	2	603
17_del	1p21.3_del	2/2	73/2245	0.001043316699022188	0.001043316699022188	NA	ENSG00000203965/ENSG00000125703	2	610
44_amp	6p22.3_amp	3/3	309/2245	0.002585705742231139	0.002585705742231139	NA	ENSG00000204642/ENSG00000206503/ENSG00000234745	3	114
7_del	3p21.31_del	2/2	144/2245	0.004087514738634879	0.004087514738634879	NA	ENSG00000206549/ENSG00000188086	2	630
19_del	10q26.13_del	2/2	36/2245	2.50110167573812e-4	2.50110167573812e-4	NA	ENSG00000213185/ENSG00000138161	2	636
44_amp	6p22.3_amp	3/3	309/2245	0.002585705742231139	0.002585705742231139	NA	ENSG00000213719/ENSG00000213722/ENSG00000204392	3	111
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000215009/ENSG00000177675	2	644
26_del	6q27_del	2/2	26/2245	1.2902508644680819e-4	2.5805017289361637e-4	NA	ENSG00000215712/ENSG00000175048	2	645
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000217128/ENSG00000158987	2	647
9_del	10q23.31_del	2/2	3/2245	1.1910007979705328e-6	1.1910007979705328e-6	NA	ENSG00000227268/ENSG00000171862	2	650
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000228696/ENSG00000176681	2	651
44_amp	6p22.3_amp	3/3	309/2245	0.002585705742231139	0.002585705742231139	NA	ENSG00000231852/ENSG00000244731/ENSG00000224389	3	653
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000236383/ENSG00000184988	2	656
34_del	22q11.22_del	2/2	98/2245	0.001886942264251318	0.001886942264251318	NA	ENSG00000239282/ENSG00000099992	2	659
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000239521/ENSG00000066923	2	660
17_del	1p21.3_del	2/2	73/2245	0.001043316699022188	0.001043316699022188	NA	ENSG00000240038/ENSG00000185946	2	662
35_del	21q22.3_del	2/2	70/2245	9.587556423662805e-4	9.587556423662805e-4	NA	ENSG00000243927/ENSG00000198743	2	666
15_del	11p15.5_del	3/3	67/2245	2.5436867243325203e-5	2.5436867243325203e-5	NA	ENSG00000244242/ENSG00000250644/ENSG00000117984	3	669
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000250091/ENSG00000197653	2	674
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000257594/ENSG00000139323	2	681
17_del	1p21.3_del	2/2	73/2245	0.001043316699022188	0.001043316699022188	NA	ENSG00000259030/ENSG00000116783	2	684
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000265241/ENSG00000131779	2	548
35_del	21q22.3_del	2/2	70/2245	9.587556423662805e-4	9.587556423662805e-4	NA	ENSG00000265590/ENSG00000242220	2	687
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000268043/ENSG00000263956	2	689
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000271425/ENSG00000270629	2	691
27_del	15q22.2_del	2/2	122/2245	0.0029302589632735077	0.0029302589632735077	NA	ENSG00000273173/ENSG00000128739	2	694
7_del	3p21.31_del	2/2	144/2245	0.004087514738634879	0.004087514738634879	NA	ENSG00000273291/ENSG00000144649	2	696
35_del	21q22.3_del	2/2	70/2245	9.587556423662805e-4	9.587556423662805e-4	NA	ENSG00000275895/ENSG00000160201	2	698
4_del	13q14.11_del	2/2	44/2245	3.755622516267084e-4	3.755622516267084e-4	NA	ENSG00000281106/ENSG00000123191	2	701
