ensemblID	community
ENSG00000131620	10
ENSG00000131626	86
ENSG00000131634	153
ENSG00000131652	51
ENSG00000131653	15
ENSG00000131732	154
ENSG00000131746	4
ENSG00000131791	322
ENSG00000131828	77
ENSG00000131871	153
ENSG00000131873	154
ENSG00000131876	155
ENSG00000131943	15
ENSG00000131966	101
ENSG00000132000	13
ENSG00000132205	13
ENSG00000132254	111
ENSG00000132275	195
ENSG00000132305	77
ENSG00000132313	77
ENSG00000132326	154
ENSG00000132376	15
ENSG00000132386	15
ENSG00000132394	13
ENSG00000132405	10
ENSG00000132424	6
ENSG00000132434	15
ENSG00000132463	223
ENSG00000132467	154
ENSG00000132470	4
ENSG00000132471	77
ENSG00000132475	154
ENSG00000132481	15
ENSG00000132485	10
ENSG00000132510	154
ENSG00000132514	223
ENSG00000132541	77
ENSG00000132561	4
ENSG00000132603	154
ENSG00000132661	154
ENSG00000132670	15
ENSG00000132676	223
ENSG00000132680	195
ENSG00000132698	4
ENSG00000132718	231
ENSG00000132768	241
ENSG00000132773	154
ENSG00000132780	87
ENSG00000132825	154
ENSG00000132854	15
ENSG00000132912	10
ENSG00000132953	15
ENSG00000132963	15
ENSG00000132964	51
ENSG00000133027	15
ENSG00000133028	77
ENSG00000133030	14
ENSG00000133056	341
ENSG00000133059	15
ENSG00000133065	77
ENSG00000133083	13
ENSG00000133106	2
ENSG00000133114	155
ENSG00000133138	195
ENSG00000133243	10
ENSG00000133246	361
ENSG00000133265	10
ENSG00000133275	341
ENSG00000133313	88
ENSG00000133318	15
ENSG00000133398	223
ENSG00000133401	15
ENSG00000133422	10
ENSG00000133574	70
ENSG00000133606	70
ENSG00000133612	85
ENSG00000133640	155
ENSG00000133678	13
ENSG00000133773	195
ENSG00000133789	13
ENSG00000133794	101
ENSG00000133805	15
ENSG00000133816	155
