ensemblID	community
ENSG00000125304	63
ENSG00000125356	146
ENSG00000125375	169
ENSG00000125386	83
ENSG00000125409	252
ENSG00000125434	120
ENSG00000125450	77
ENSG00000125459	385
ENSG00000125484	296
ENSG00000125485	296
ENSG00000125503	117
ENSG00000125505	117
ENSG00000125520	277
ENSG00000125534	277
ENSG00000125633	141
ENSG00000125651	546
ENSG00000125652	546
ENSG00000125656	546
ENSG00000125686	146
ENSG00000125691	146
ENSG00000125779	254
ENSG00000125810	349
ENSG00000125814	254
ENSG00000125817	254
ENSG00000125818	254
ENSG00000125826	254
ENSG00000125834	254
ENSG00000125835	254
ENSG00000125841	254
ENSG00000125843	254
ENSG00000125846	254
ENSG00000125863	254
ENSG00000125868	254
ENSG00000125870	254
ENSG00000125871	254
ENSG00000125875	254
ENSG00000125877	254
ENSG00000125885	254
ENSG00000125898	254
ENSG00000125901	254
ENSG00000125912	117
