comm1	comm2	terms1	terms2	jaccard
128	665	3	42	0
128	19	3	38	0
128	47	3	1	0
128	50	3	4	0
128	71	3	21	0
128	72	3	8	0
128	77	3	6	0
128	87	3	29	0
128	678	3	22	0
128	95	3	23	0
128	107	3	7	0
128	111	3	17	0
128	136	3	40	0
128	138	3	4	0
128	142	3	5	0
128	184	3	1	0
128	203	3	1	0
128	222	3	16	0
128	255	3	2	0
128	356	3	6	0
128	413	3	2	0
128	482	3	17	0
128	490	3	7	0
128	519	3	14	0
128	573	3	1	0
128	628	3	1	0
253	671	7	41	0
253	672	7	10	0
253	673	7	12	0
253	665	7	42	0
253	19	7	38	0
253	47	7	1	0
253	50	7	4	0
253	71	7	21	0
253	72	7	8	0
253	77	7	6	0
253	87	7	29	0
253	678	7	22	0
253	95	7	23	0
253	107	7	7	0
253	111	7	17	0
253	136	7	40	0
253	138	7	4	0
253	142	7	5	0
253	184	7	1	0
253	203	7	1	0
253	222	7	16	0
253	255	7	2	0
253	356	7	6	0
253	413	7	2	0
253	482	7	17	0
253	490	7	7	0
253	519	7	14	0
253	573	7	1	0
253	628	7	1	0
134	671	16	41	0
134	672	16	10	0
134	673	16	12	0
134	665	16	42	0
134	19	16	38	0
134	47	16	1	0
134	50	16	4	0
134	71	16	21	0.027777777777777776
134	72	16	8	0
134	77	16	6	0
134	87	16	29	0
134	678	16	22	0
134	95	16	23	0
134	107	16	7	0.045454545454545456
134	111	16	17	0
134	136	16	40	0
134	138	16	4	0
134	142	16	5	0
134	184	16	1	0
134	203	16	1	0
134	222	16	16	1
134	255	16	2	0
134	356	16	6	0
134	413	16	2	0
134	482	16	17	0
134	490	16	7	0
134	519	16	14	0
134	573	16	1	0
134	628	16	1	0
168	671	2	41	0
168	672	2	10	0
168	673	2	12	0
168	665	2	42	0
168	19	2	38	0
168	47	2	1	0
168	50	2	4	0.2
168	71	2	21	0
168	72	2	8	0
168	77	2	6	0
168	87	2	29	0
168	678	2	22	0
168	95	2	23	0
168	107	2	7	0
168	111	2	17	0
168	136	2	40	0
168	138	2	4	0
168	142	2	5	0
168	184	2	1	0
168	203	2	1	0
168	222	2	16	0
168	255	2	2	1
168	356	2	6	0
168	413	2	2	0
168	482	2	17	0
168	490	2	7	0
168	519	2	14	0
168	573	2	1	0
168	628	2	1	0
185	671	6	41	0.021739130434782608
185	672	6	10	0
185	673	6	12	0
185	665	6	42	0
185	19	6	38	0
185	47	6	1	0
185	50	6	4	0
185	71	6	21	0
185	72	6	8	0
185	77	6	6	0
185	87	6	29	0
185	678	6	22	0
185	95	6	23	0
185	107	6	7	0
185	111	6	17	0
185	136	6	40	0
185	138	6	4	0
185	142	6	5	0
185	184	6	1	0
185	203	6	1	0
185	222	6	16	0
185	255	6	2	0
185	356	6	6	0
185	413	6	2	0
185	482	6	17	0
185	490	6	7	0
185	519	6	14	0
185	573	6	1	0
185	628	6	1	0
108	671	7	41	0
108	672	7	10	0
108	673	7	12	0
108	665	7	42	0
108	19	7	38	0
108	47	7	1	0
108	50	7	4	0
108	71	7	21	0
108	72	7	8	0
108	77	7	6	0
108	87	7	29	0
108	678	7	22	0
108	95	7	23	0
108	107	7	7	0
108	111	7	17	0
108	136	7	40	0
108	138	7	4	0
108	142	7	5	0
108	184	7	1	0
108	203	7	1	0
108	222	7	16	0
108	255	7	2	0
108	356	7	6	0.4444444444444444
108	413	7	2	0
108	482	7	17	0
108	490	7	7	0
108	519	7	14	0
108	573	7	1	0
108	628	7	1	0
197	671	2	41	0
197	672	2	10	0
197	673	2	12	0
197	665	2	42	0
197	19	2	38	0
197	47	2	1	0
197	50	2	4	0
197	71	2	21	0
197	72	2	8	0
197	77	2	6	0.3333333333333333
197	87	2	29	0
197	678	2	22	0
197	95	2	23	0
197	107	2	7	0
197	111	2	17	0
197	136	2	40	0
197	138	2	4	0
197	142	2	5	0.4
197	184	2	1	0
197	203	2	1	0
197	222	2	16	0
197	255	2	2	0
197	356	2	6	0
197	413	2	2	1
197	482	2	17	0
197	490	2	7	0
197	519	2	14	0
197	573	2	1	0
197	628	2	1	0
152	671	17	41	0
152	672	17	10	0
152	673	17	12	0
152	665	17	42	0.03508771929824561
152	19	17	38	0
152	47	17	1	0
152	50	17	4	0
152	71	17	21	0
152	72	17	8	0
152	77	17	6	0
152	87	17	29	0
152	678	17	22	0
152	95	17	23	0
152	107	17	7	0
152	111	17	17	0
152	136	17	40	0
152	138	17	4	0
152	142	17	5	0
152	184	17	1	0
152	203	17	1	0
152	222	17	16	0
152	255	17	2	0
152	356	17	6	0
152	413	17	2	0
152	482	17	17	1
152	490	17	7	0
152	519	17	14	0
152	573	17	1	0
152	628	17	1	0
176	671	7	41	0
176	672	7	10	0
176	673	7	12	0
176	665	7	42	0
176	19	7	38	0
176	47	7	1	0
176	50	7	4	0
176	71	7	21	0
176	72	7	8	0
176	77	7	6	0
176	87	7	29	0
176	678	7	22	0
176	95	7	23	0
176	107	7	7	0
176	111	7	17	0
176	136	7	40	0
176	138	7	4	0
176	142	7	5	0
176	184	7	1	0
176	203	7	1	0
176	222	7	16	0
176	255	7	2	0
176	356	7	6	0
176	413	7	2	0
176	482	7	17	0
176	490	7	7	1
176	519	7	14	0
176	573	7	1	0
176	628	7	1	0
104	671	14	41	0
104	672	14	10	0
104	673	14	12	0
104	665	14	42	0.01818181818181818
104	19	14	38	0
104	47	14	1	0.07142857142857142
104	50	14	4	0
104	71	14	21	0.20689655172413793
104	72	14	8	0
104	77	14	6	0
104	87	14	29	0
104	678	14	22	0
104	95	14	23	0.05714285714285714
104	107	14	7	0
104	111	14	17	0
104	136	14	40	0
104	138	14	4	0
104	142	14	5	0
104	184	14	1	0
104	203	14	1	0
104	222	14	16	0
104	255	14	2	0
104	356	14	6	0
104	413	14	2	0
104	482	14	17	0
104	490	14	7	0
104	519	14	14	1
104	573	14	1	0
104	628	14	1	0
123	671	1	41	0
123	672	1	10	0
123	673	1	12	0
123	665	1	42	0
123	19	1	38	0
123	47	1	1	0
123	50	1	4	0
123	71	1	21	0
123	72	1	8	0
123	77	1	6	0
123	87	1	29	0
123	678	1	22	0
123	95	1	23	0
123	107	1	7	0.14285714285714285
123	111	1	17	0
123	136	1	40	0
123	138	1	4	0.25
123	142	1	5	0
123	184	1	1	0
123	203	1	1	0
123	222	1	16	0
123	255	1	2	0
123	356	1	6	0
123	413	1	2	0
123	482	1	17	0
123	490	1	7	0
123	519	1	14	0
123	573	1	1	1
123	628	1	1	1
201	671	1	41	0
201	672	1	10	0
201	673	1	12	0
201	665	1	42	0
201	19	1	38	0
201	47	1	1	0
201	50	1	4	0
201	71	1	21	0
201	72	1	8	0
201	77	1	6	0
201	87	1	29	0
201	678	1	22	0
201	95	1	23	0
201	107	1	7	0.14285714285714285
201	111	1	17	0
201	136	1	40	0
201	138	1	4	0.25
201	142	1	5	0
201	184	1	1	0
201	203	1	1	0
201	222	1	16	0
201	255	1	2	0
201	356	1	6	0
201	413	1	2	0
201	482	1	17	0
201	490	1	7	0
201	519	1	14	0
201	573	1	1	1
201	628	1	1	1
